id,img_path,label,len
ONES_61,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_61.png,듬,1
ONES_62,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_62.png,괵,1
ONES_63,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_63.png,괵,1
ONES_64,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_64.png,괵,1
ONES_65,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_65.png,괵,1
ONES_66,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_66.png,괵,1
ONES_67,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_67.png,괵,1
ONES_68,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_68.png,괵,1
ONES_69,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_69.png,괵,1
ONES_70,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_70.png,괵,1
ONES_71,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_71.png,괵,1
ONES_72,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_72.png,령,1
ONES_73,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_73.png,령,1
ONES_74,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_74.png,령,1
ONES_75,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_75.png,령,1
ONES_76,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_76.png,령,1
ONES_77,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_77.png,령,1
ONES_78,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_78.png,령,1
ONES_79,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_79.png,령,1
ONES_80,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_80.png,령,1
ONES_81,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_81.png,흔,1
ONES_82,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_82.png,흔,1
ONES_83,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_83.png,흔,1
ONES_84,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_84.png,흔,1
ONES_85,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_85.png,흔,1
ONES_86,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_86.png,흔,1
ONES_87,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_87.png,흔,1
ONES_88,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_88.png,됨,1
ONES_89,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_89.png,됨,1
ONES_90,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_90.png,됨,1
ONES_91,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_91.png,됨,1
ONES_92,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_92.png,됨,1
ONES_93,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_93.png,됨,1
ONES_94,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_94.png,봇,1
ONES_95,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_95.png,봇,1
ONES_96,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_96.png,봇,1
ONES_97,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_97.png,봇,1
ONES_98,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_98.png,봇,1
ONES_99,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_99.png,봇,1
ONES_100,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_100.png,봇,1
ONES_101,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_101.png,봇,1
ONES_102,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_102.png,봇,1
ONES_103,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_103.png,퓜,1
ONES_104,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_104.png,퓜,1
ONES_105,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_105.png,퓜,1
ONES_106,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_106.png,퓜,1
ONES_107,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_107.png,퓜,1
ONES_108,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_108.png,퓜,1
ONES_109,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_109.png,퓜,1
ONES_110,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_110.png,셰,1
ONES_111,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_111.png,셰,1
ONES_112,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_112.png,셰,1
ONES_113,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_113.png,셰,1
ONES_114,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_114.png,셰,1
ONES_115,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_115.png,죕,1
ONES_116,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_116.png,죕,1
ONES_117,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_117.png,죕,1
ONES_118,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_118.png,죕,1
ONES_119,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_119.png,죕,1
ONES_120,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_120.png,죕,1
ONES_121,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_121.png,죕,1
ONES_122,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_122.png,죕,1
ONES_123,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_123.png,죕,1
ONES_124,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_124.png,꼿,1
ONES_125,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_125.png,꼿,1
ONES_126,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_126.png,꼿,1
ONES_127,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_127.png,꼿,1
ONES_128,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_128.png,꼿,1
ONES_129,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_129.png,꼿,1
ONES_130,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_130.png,꼿,1
ONES_131,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_131.png,댜,1
ONES_132,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_132.png,댜,1
ONES_133,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_133.png,댜,1
ONES_134,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_134.png,댜,1
ONES_135,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_135.png,댜,1
ONES_136,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_136.png,댜,1
ONES_137,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_137.png,댜,1
ONES_138,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_138.png,뗌,1
ONES_139,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_139.png,뗌,1
ONES_140,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_140.png,뗌,1
ONES_141,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_141.png,뗌,1
ONES_142,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_142.png,뗌,1
ONES_143,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_143.png,뗌,1
ONES_144,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_144.png,뗌,1
ONES_145,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_145.png,뢸,1
ONES_146,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_146.png,뢸,1
ONES_147,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_147.png,뢸,1
ONES_148,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_148.png,뢸,1
ONES_149,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_149.png,뢸,1
ONES_150,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_150.png,뢸,1
ONES_151,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_151.png,뢸,1
ONES_152,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_152.png,뢸,1
ONES_153,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_153.png,뢸,1
ONES_154,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_154.png,즙,1
ONES_155,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_155.png,즙,1
ONES_156,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_156.png,즙,1
ONES_157,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_157.png,즙,1
ONES_158,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_158.png,즙,1
ONES_159,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_159.png,즙,1
ONES_160,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_160.png,깬,1
ONES_161,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_161.png,깬,1
ONES_162,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_162.png,깬,1
ONES_163,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_163.png,깬,1
ONES_164,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_164.png,깬,1
ONES_165,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_165.png,깬,1
ONES_166,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_166.png,깬,1
ONES_167,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_167.png,깬,1
ONES_168,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_168.png,졉,1
ONES_169,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_169.png,졉,1
ONES_170,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_170.png,졉,1
ONES_171,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_171.png,졉,1
ONES_172,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_172.png,졉,1
ONES_173,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_173.png,졉,1
ONES_174,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_174.png,녹,1
ONES_175,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_175.png,녹,1
ONES_176,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_176.png,녹,1
ONES_177,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_177.png,녹,1
ONES_178,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_178.png,녹,1
ONES_179,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_179.png,녹,1
ONES_180,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_180.png,녹,1
ONES_181,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_181.png,녹,1
ONES_182,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_182.png,녹,1
ONES_183,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_183.png,땟,1
ONES_184,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_184.png,땟,1
ONES_185,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_185.png,땟,1
ONES_186,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_186.png,땟,1
ONES_187,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_187.png,땟,1
ONES_188,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_188.png,땟,1
ONES_189,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_189.png,패,1
ONES_190,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_190.png,패,1
ONES_191,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_191.png,패,1
ONES_192,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_192.png,패,1
ONES_193,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_193.png,패,1
ONES_194,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_194.png,패,1
ONES_195,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_195.png,패,1
ONES_196,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_196.png,패,1
ONES_197,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_197.png,패,1
ONES_198,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_198.png,패,1
ONES_199,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_199.png,패,1
ONES_200,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_200.png,패,1
ONES_201,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_201.png,패,1
ONES_202,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_202.png,패,1
ONES_203,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_203.png,뻣,1
ONES_204,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_204.png,뻣,1
ONES_205,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_205.png,뻣,1
ONES_206,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_206.png,뻣,1
ONES_207,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_207.png,뻣,1
ONES_208,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_208.png,촐,1
ONES_209,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_209.png,촐,1
ONES_210,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_210.png,촐,1
ONES_211,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_211.png,촐,1
ONES_212,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_212.png,촐,1
ONES_213,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_213.png,촐,1
ONES_214,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_214.png,촐,1
ONES_215,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_215.png,촐,1
ONES_216,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_216.png,촐,1
ONES_217,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_217.png,촐,1
ONES_218,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_218.png,촐,1
ONES_219,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_219.png,늪,1
ONES_220,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_220.png,늪,1
ONES_221,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_221.png,늪,1
ONES_222,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_222.png,늪,1
ONES_223,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_223.png,늪,1
ONES_224,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_224.png,늪,1
ONES_225,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_225.png,늪,1
ONES_226,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_226.png,늪,1
ONES_227,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_227.png,늪,1
ONES_228,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_228.png,짹,1
ONES_229,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_229.png,짹,1
ONES_230,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_230.png,짹,1
ONES_231,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_231.png,짹,1
ONES_232,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_232.png,짹,1
ONES_233,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_233.png,짹,1
ONES_234,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_234.png,짹,1
ONES_235,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_235.png,늑,1
ONES_236,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_236.png,늑,1
ONES_237,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_237.png,늑,1
ONES_238,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_238.png,욤,1
ONES_239,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_239.png,욤,1
ONES_240,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_240.png,욤,1
ONES_241,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_241.png,욤,1
ONES_242,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_242.png,욤,1
ONES_243,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_243.png,짊,1
ONES_244,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_244.png,짊,1
ONES_245,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_245.png,짊,1
ONES_246,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_246.png,짊,1
ONES_247,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_247.png,짊,1
ONES_248,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_248.png,짊,1
ONES_249,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_249.png,짊,1
ONES_250,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_250.png,짊,1
ONES_251,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_251.png,균,1
ONES_252,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_252.png,균,1
ONES_253,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_253.png,균,1
ONES_254,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_254.png,균,1
ONES_255,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_255.png,균,1
ONES_256,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_256.png,균,1
ONES_257,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_257.png,균,1
ONES_258,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_258.png,균,1
ONES_259,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_259.png,균,1
ONES_260,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_260.png,균,1
ONES_261,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_261.png,쁑,1
ONES_262,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_262.png,쁑,1
ONES_263,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_263.png,쁑,1
ONES_264,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_264.png,쁑,1
ONES_265,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_265.png,쁑,1
ONES_266,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_266.png,쁑,1
ONES_267,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_267.png,턴,1
ONES_268,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_268.png,턴,1
ONES_269,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_269.png,턴,1
ONES_270,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_270.png,턴,1
ONES_271,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_271.png,턴,1
ONES_272,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_272.png,턴,1
ONES_273,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_273.png,꿇,1
ONES_274,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_274.png,꿇,1
ONES_275,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_275.png,꿇,1
ONES_276,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_276.png,꿇,1
ONES_277,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_277.png,꿇,1
ONES_278,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_278.png,꿇,1
ONES_279,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_279.png,꿇,1
ONES_280,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_280.png,꿇,1
ONES_281,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_281.png,죔,1
ONES_282,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_282.png,죔,1
ONES_283,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_283.png,죔,1
ONES_284,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_284.png,죔,1
ONES_285,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_285.png,죔,1
ONES_286,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_286.png,죔,1
ONES_287,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_287.png,죔,1
ONES_288,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_288.png,죔,1
ONES_289,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_289.png,죔,1
ONES_290,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_290.png,죔,1
ONES_291,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_291.png,독,1
ONES_292,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_292.png,독,1
ONES_293,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_293.png,독,1
ONES_294,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_294.png,독,1
ONES_295,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_295.png,독,1
ONES_296,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_296.png,긁,1
ONES_297,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_297.png,긁,1
ONES_298,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_298.png,긁,1
ONES_299,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_299.png,긁,1
ONES_300,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_300.png,긁,1
ONES_301,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_301.png,긁,1
ONES_302,/home/gyuseonglee/workspace/2301_OCR/data/ones/ONES_302.png,긁,1
